,AD,Compul,SW
0,0.8917002455971046,0.2425028887732168,0.8907510885134453
1,0.0101263003610525,1.6507600517694994,1.039656711958988
2,2.190002448211354,-1.2584767974148323,-1.651439166237236
3,0.234689526097533,0.7195377609724445,1.1295493740075675
4,-0.1057912317043543,0.3348662479110862,1.3623868178993257
5,1.4931393532889723,0.4662679636052789,1.0573023318650128
6,-0.662513562072363,-0.1709426795206625,-0.0417579823388134
7,2.190002448211354,-1.2584767974148323,-1.651439166237236
8,-1.485122278756212,-0.9719332336893894,-0.2043053886303854
9,1.2440169771119232,1.7923172571124422,1.4750483129512806
10,-0.2016475109690993,1.6289767014269532,1.15962231511434
11,0.987886998775001,0.1540639660416634,1.8739360198941093
12,-0.0107779098547071,-0.7327951493000802,0.1117490840885568
13,-0.4753736513971653,-0.7327666425887174,-0.1884818468901894
14,-0.4338633502391733,0.5608842278907513,-1.056656025687448
15,-1.0972694850375944,-0.1218033122527755,-0.4511000916831461
16,-1.5695397067073378,-0.4608201570059524,-0.7296180248541487
17,-0.6714280181408756,-0.107743238806703,1.0043839972512352
18,0.9106570373402976,0.2920227520949989,-0.4877170543365421
19,-0.742849498753694,-0.8593500814475887,-0.6202117002603572
20,-1.2073985454627096,-0.2550395391515945,-0.1733079184406516
21,0.6996423244933512,-0.4012798016734047,1.0937811656511802
22,-0.7441373078509752,-0.8025581709396947,-1.2666899111003571
23,0.1300406273282335,-0.1913408954219024,0.5412305639755581
24,0.9905464785939948,0.7278046199127224,0.9298243744303134
25,0.8548088011309547,1.0570197419127303,0.1103758867599395
26,-0.6150175342621296,0.8875063771983229,0.2798738224754848
27,-1.3988472862779655,0.2770212424774994,0.4427231420502036
28,1.7242471361166718,0.6374272854667953,2.001153653262812
29,-0.1240820537850395,-1.500155360059435,1.4514864853590268
30,0.7316915521502678,-1.0056972825324368,0.1397413084136847
31,-0.3624313334797948,0.3099811846092244,-1.0184368235327208
32,-0.8833079582960486,-0.6676508170310487,-0.3683859618831373
33,-0.4919807951143395,0.445350824124969,-0.4242871154263605
34,-0.4486696092525832,0.1000104605699332,0.4350904013903209
35,0.5751057264663428,0.6072542732229249,0.887946681525571
36,-1.15708308215567,-1.0404732723097587,-1.2293352890541036
37,1.281352765650805,-0.1393560986038156,1.3100468529739913
38,2.190002448211354,-1.2584767974148323,-1.651439166237236
39,-0.1433254668616288,1.1990366340766596,0.2776232346448692
40,-0.7275611740314596,0.978483252373802,0.5093467583499087
41,1.9798171154877524,2.025939770995125,0.188511297749081
42,0.4965133431210313,-0.7214615306275778,1.2255248332150788
43,1.2425154999795085,1.5793457406060938,1.1394254971241553
44,2.190002448211354,-1.2584767974148323,-1.651439166237236
45,0.2332002767535446,1.6844195344614623,0.7064261106474987
46,-1.918994080619933,1.50223627986666,-0.8270044645258349
47,-0.7008770661391841,-0.0016425708128713,0.7042388062857321
